State	Name	University	JoinYear	Rank	Subfield	Bachelors	Masters	Doctorate	PostDoc	Sources1	Sources2	Sources3	Sources4
MI	H V Jagadish	University of Michigan		Full	Operating Systems			Stanford University - USA		http://web.eecs.umich.edu/~jag/			
MI	Honglak Lee	University of Michigan	2010	Assistant	Artificial Intelligence			Stanford University - USA		http://web.eecs.umich.edu/~honglak/			
MI	Igor Markov	University of Michigan	2000	Full	Hardware & Architecture	Kiev University - Ukraine	University of California - San Diego - USA	University of California - Los Angeles - USA		http://web.eecs.umich.edu/~imarkov/			
MI	J. Alex Halderman	University of Michigan	2009	Assistant	Security & Privacy	Princeton University - USA	Princeton University - USA	Princeton University - USA		https://jhalderm.com/			
MI	Jacob Abernethy	University of Michigan	2013	Assistant	Machine Learning & Pattern Recognition	Massachusetts Institute of Technology - USA	Toyota Technological Institute & University of Chicago - USA	University of California - Berkeley - USA	University of Pennsylvania - USA	http://web.eecs.umich.edu/~jabernet/			
MI	Jason Flinn	University of Michigan		Associate	Operating Systems			Carnegie Mellon University - USA		https://web.eecs.umich.edu/~jflinn/			
MI	Jason Mars	University of Michigan	2013	Assistant	Hardware & Architecture	University of Pittsburgh - USA	University of Virginia - USA	University of Virginia - USA		http://jasonmars.org/			
MI	Jia Deng	University of Michigan	2014	Assistant	Computer Vision	Tsinghua University - Beijing - China		Princeton University - USA		http://web.eecs.umich.edu/~jiadeng/			
MI	John E. Laird	University of Michigan	1986	Full	Machine Learning & Pattern Recognition	University of Michigan - USA		Carnegie Mellon University - USA		http://ai.eecs.umich.edu/people/laird/			
MI	John H. Holland	University of Michigan		Full	Artificial Intelligence			University of Michigan - USA		http://en.wikipedia.org/wiki/John_Henry_Holland			
MI	John P. Hayes	University of Michigan		Full	Hardware & Architecture	National University of Ireland - Ireland	University of Illinois at Urbana-Champaign - USA	University of Illinois at Urbana-Champaign - USA		http://web.eecs.umich.edu/~jhayes/			
MI	Kang G. Shin	University of Michigan	1982	Full	Networks & Communications	Seoul National University - Seoul - Korea	Cornell University - USA	Cornell University - USA		http://web.eecs.umich.edu/~kgshin/			
MI	Karem A. Sakallah	University of Michigan	1981	Full	Hardware & Architecture	American University - Beirut - Lebanon	Carnegie Mellon University - USA	Carnegie Mellon University - USA		http://web.eecs.umich.edu/~karem/			
MI	Kevin Fu	University of Michigan	2013	Associate	Real-Time & Embedded Systems	Massachusetts Institute of Technology - USA	Massachusetts Institute of Technology - USA	Massachusetts Institute of Technology - USA		http://web.eecs.umich.edu/~kevinfu/			
MI	Kevin J. Compton	University of Michigan		Associate	Algorithms & Theory			University of Wisconsin - Madison - USA		http://web.eecs.umich.edu/~kjc/			
MI	Lingjia Tang	University of Michigan	2013	Assistant	Hardware & Architecture	Zhejiang University - Hangzhou - China	University of Virginia - USA	University of Virginia - USA		http://www.lingjia.org/			
MI	Marios Papaefthymiou	University of Michigan	1996	Full	Hardware & Architecture	California Institute of Technology - USA	Massachusetts Institute of Technology - USA	Massachusetts Institute of Technology - USA		http://web.eecs.umich.edu/~marios/			
MI	Mark S. Ackerman	University of Michigan	2001	Full	Human-Computer Interaction	University of Chicago - USA	Ohio State University - USA	Massachusetts Institute of Technology - USA		http://www.socialworldsresearch.org/eecs/ackerm			
MI	Martha Pollack	University of Michigan		Full	Artificial Intelligence			University of Pennsylvania - USA		http://www.provost.umich.edu/about/m_pollack/m_pollack.html			
MI	Martin J. Strauss	University of Michigan	2011	Full	Algorithms & Theory	Columbia University - USA		Rutgers - State University of New Jersey - New Brunswick - USA	Iowa State University - USA	https://web.eecs.umich.edu/~martinjs/			
MI	Michael J. Cafarella	University of Michigan	2009	Assistant	Databases	Brown University - USA	University of Edinburgh - United Kingdom	University of Washington - USA		http://web.eecs.umich.edu/~michjc/bio.html			
MI	Michael Wellman	University of Michigan	1992	Full	Artificial Intelligence	Massachusetts Institute of Technology - USA	Massachusetts Institute of Technology - USA	Massachusetts Institute of Technology - USA		http://ai.eecs.umich.edu/people/wellman/			
MI	Mingyan Liu	University of Michigan	2000	Full	Networks & Communications	Nanjing Aeronautics and Astronautics University - China	University of Maryland - College Park - USA	University of Maryland - College Park - USA		http://web.eecs.umich.edu/~mingyan/			
MI	Peter M. Chen	University of Michigan		Full	Operating Systems			University of California - Berkeley - USA		https://web.eecs.umich.edu/~pmchen/			
MI	Pinaki Mazumder	University of Michigan	1998	Full	Computer Vision	Indian Institute of Science - Bangalore - India	University of Alberta - Canada	University of Illinois at Urbana-Champaign - USA		http://web.eecs.umich.edu/~mazum/			
MI	Prabal Dutta	University of Michigan	2010	Assistant	Real-Time & Embedded Systems	Ohio State University - USA	Ohio State University - USA	University of California - Berkeley - USA		http://web.eecs.umich.edu/~prabal/			
MI	Quentin F. Stout	University of Michigan	1984	Full	Algorithms & Theory	Centre College - USA		Indiana University - USA		http://web.eecs.umich.edu/~qstout/			
MI	Rada Mihalcea	University of Michigan	2013	Associate	Artificial Intelligence			University of Oxford - United Kingdom		http://www.cse.unt.edu/~rada/			
MI	Satinder Singh Baveja	University of Michigan		Full	Artificial Intelligence			University of Massachusetts - Amherst - USA		http://web.eecs.umich.edu/~baveja/			
MI	Satish Narayanasamy	University of Michigan	2008	Assistant	Hardware & Architecture	College of Engineering Guindy - Anna University - Chennai - India	University of California - San Diego - USA	University of California - San Diego - USA		http://web.eecs.umich.edu/~nsatish/			
MI	Scott Mahlke	University of Michigan	2001	Full	Hardware & Architecture	University of Illinois at Urbana-Champaign - USA	University of Illinois at Urbana-Champaign - USA	University of Illinois at Urbana-Champaign - USA		http://web.eecs.umich.edu/~mahlke/			
MI	Seth Pettie	University of Michigan		Associate	Algorithms & Theory	University of Texas - Austin - USA		University of Texas - Austin - USA		http://web.eecs.umich.edu/~pettie/			
MI	Stephane Lafortune	University of Michigan	1986	Full	Networks & Communications	�_cole Polytechnique - France	McGill University - Montreal - Canada	University of California - Berkeley - USA		http://web.eecs.umich.edu/~stephane/			
MI	Sugih Jamin	University of Michigan	1996	Associate	Networks & Communications	University of California - Berkeley - USA		University of Southern California - USA		http://web.eecs.umich.edu/~sugih/			
MI	Thomas F. Wenisch	University of Michigan	2007	Assistant	Hardware & Architecture			Carnegie Mellon University - USA		http://web.eecs.umich.edu/~twenisch/			
MI	Todd Austin	University of Michigan		Full	Hardware & Architecture		Rochester Institute of Technology - USA	University of Wisconsin - Madison - USA		http://web.eecs.umich.edu/~taustin/			
MI	Trevor Mudge	University of Michigan	1977	Full	Hardware & Architecture	University of Reading - United Kingdom	University of Illinois at Urbana-Champaign - USA	University of Illinois at Urbana-Champaign - USA		http://web.eecs.umich.edu/~tnm/trev_test/			
MI	Valeria Bertacco	University of Michigan	2003	Associate	Hardware & Architecture	University of Padua - Italy	Stanford University - USA	Stanford University - USA		http://web.eecs.umich.edu/~valeria/			
MI	Yaoyun Shi	University of Michigan	2002	Associate	Algorithms & Theory	Peking University - Beijing - China		Princeton University - USA		https://web.eecs.umich.edu/~shiyy/			
MI	Zeeshan H. Syed	University of Michigan	2009	Assistant	Artificial Intelligence	Massachusetts Institute of Technology - USA	Massachusetts Institute of Technology - USA	Massachusetts Institute of Technology & Harvard Medical School - USA		http://www.eecs.umich.edu/eecs/etc/fac/facsearchform.cgi?zhs+			
MI	Zhuoqing Morley Mao	University of Michigan	2004	Associate	Networks & Communications	University of California - Berkeley - USA	University of California - Berkeley - USA	University of California - Berkeley - USA	ICSI (International Computer Science Institute - USA) Center for Internet Research - USA	http://web.eecs.umich.edu/~zmao/			
MN	Arindam Banerjee	University of Minnesota - Twin Cities	2005	Associate	Machine Learning & Pattern Recognition	Jadavpur University - India	Indian Institute of Technology - Kanpur - India	University of Texas - Austin - USA		http://www-users.cs.umn.edu/~banerjee/banerjee-cv.pdf			
MN	Brent Hecht	University of Minnesota - Twin Cities	2013	Assistant	Human-Computer Interaction	Macalester College - USA		Northwestern University - USA		http://www.cs.umn.edu/people/faculty/index.php			
MN	Eric Van Wyk	University of Minnesota - Twin Cities	2002	Associate	Programming Languages	Luther College - USA	University of Iowa - USA	University of Iowa - USA	University of Oxford - United Kingdom	http://www-users.cs.umn.edu/~evw/	http://arnetminer.org/person/eric-van-wyk-1538565.html		
MN	Gary Meyer	University of Minnesota - Twin Cities		Associate	Graphics	University of Michigan - USA	Stanford University - USA	Cornell University - USA		http://www-users.cs.umn.edu/~meyer/	http://www.cs.umn.edu/people/faculty/index.php		
MN	George Karypis	University of Minnesota - Twin Cities	1996	Full	Bioinformatics & Computational Biology	University of Minnesota - Twin Cities - USA	University of Minnesota - Twin Cities - USA	University of Minnesota - Twin Cities - USA		http://www.cs.umn.edu/people/faculty/index.php	http://glaros.dtc.umn.edu/gkhome/index.php		
MN	Gopalan Nadathur	University of Minnesota - Twin Cities	2000	Full	Programming Languages	Indian Institute of Technology - Kharagpur - India	University of Pennsylvania - USA	University of Pennsylvania - USA		http://www-users.cs.umn.edu/~gopalan/	http://www.linkedin.com/profile/view?id=8423765&authType=NAME_SEARCH&authToken=GNwC&locale=en_US&srchid=1757051251391912511388&srchindex=1&srchtotal=3&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1757051251391912511388%2CVSRPtargetId%3A8423765%2CVSRPcmpt%3Aprimary		
MN	Jaideep Srivastava	University of Minnesota - Twin Cities	1988	Full	Data Mining	Indian Institute of Technology - Kanpur - India	University of California - Berkeley - USA	University of California - Berkeley - USA		http://arnetminer.org/person/jaideep-srivastava-678746.html	https://sobaco.umn.edu/jsrivastava.html#.VO-2q1PF-vM		
MN	John Carlis	University of Minnesota - Twin Cities		Full	Bioinformatics & Computational Biology			Dartmouth College - USA		http://www-users.cs.umn.edu/~carlis/			
MN	Jon Weissman	University of Minnesota - Twin Cities	1999	Full	Distributed & Parallel Computing	Carnegie Mellon University - USA	University of Virginia - USA	University of Virginia - USA		http://www-users.cs.umn.edu/~jon/	http://www.cs.umn.edu/people/faculty/index.php		
MN	Joseph Konstan	University of Minnesota - Twin Cities	1992	Full	Human-Computer Interaction	Harvard University - USA	University of California - Berkeley - USA	University of California - Berkeley - USA		http://www-users.cs.umn.edu/~konstan/	http://www.linkedin.com/profile/view?id=16248145&authType=NAME_SEARCH&authToken=CPRw&locale=en_US&srchid=1757051251391910932048&srchindex=1&srchtotal=1&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1757051251391910932048%2CVSRPtargetId%3A16248145%2CVSRPcmpt%3Aprimary		
MN	Joseph Y. Halpern	University of Minnesota - Twin Cities	1996	Full	Algorithms & Theory	University of Toronto - Canada	Harvard University - USA	Harvard University - USA	Harvard University - USA	http://www.cs.cornell.edu/home/halpern/node4.html#SECTION00040000000000000000	http://www.cs.cornell.edu/home/halpern/node2.html#SECTION00020000000000000000		
MN	Larry Carter	University of Minnesota - Twin Cities	1994	Full	Scientific Computing			University of California - Berkeley - USA		http://cse.ucsd.edu/faculty_profile#top			
MN	Loren Terveen	University of Minnesota - Twin Cities	2002	Full	Human-Computer Interaction	University of South Dakota - USA	University of Texas - Austin - USA	University of Texas - Austin - USA		http://www-users.cs.umn.edu/~terveen/	http://arnetminer.org/person/loren-g-terveen-207926.html	https://sobaco.umn.edu/umnexperts/lorenterveen	
MN	Maria Gini	University of Minnesota - Twin Cities		Full	Artificial Intelligence			University of Milan - Italy		http://www-users.cs.umn.edu/~gini/			
MN	Mats Heimdahl	University of Minnesota - Twin Cities		Full	Software Engineering	Royal Institute of Technology - Stockholm - Sweden	Royal Institute of Technology - Stockholm - Sweden	University of California - Irvine - USA		http://www.umsec.umn.edu/about/director	http://www-users.cs.umn.edu/~heimdahl/		
MN	Milos Prvulovic	University of Minnesota - Twin Cities	2003	Associate	Hardware & Architecture	University of Belgrade - Serbia	University of Illinois at Urbana-Champaign - USA	University of Illinois at Urbana-Champaign - USA		http://www.linkedin.com/profile/view?id=37023114&authType=NAME_SEARCH&authToken=wCDM&locale=en_US&srchid=1757051251392064241005&srchindex=1&srchtotal=3&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1757051251392064241005%2CVSRPtargetId%3A37023114%2CVSRPcmpt%3Aprimary			
MN	Mohamed Mokbel	University of Minnesota - Twin Cities	2005	Associate	Data Mining	Alexandria University - Egypt	Alexandria University - Egypt	Purdue University - USA	University of Washington - USA	http://www-users.cs.umn.edu/~mokbel/	http://www.cs.umn.edu/~mokbel		
MN	Nate Foster	University of Minnesota - Twin Cities		Assistant	Programming Languages	Williams College - USA	University of Cambridge - United Kingdom	University of Pennsylvania - USA	Princeton University - USA	http://www.cs.cornell.edu/%7Ejnfoster/	http://www.cs.cornell.edu/~jnfoster/bio.php		
MN	Nick Hopper	University of Minnesota - Twin Cities	2005	Associate	Security & Privacy	University of Minnesota - Morris - USA		Carnegie Mellon University - USA		http://www-users.cs.umn.edu/~hopper/			
MN	Nikolaos Papanikolopoulos	University of Minnesota - Twin Cities	1992	Full	Artificial Intelligence	National Technical University of Athens - Greece	Carnegie Mellon University - USA	Carnegie Mellon University - USA		http://www-users.cs.umn.edu/~npapas/	http://arnetminer.org/person/nikolaos-p-papanikolopoulos-250449.html		
MN	Paul Schrater	University of Minnesota - Twin Cities	2008	Associate	Human-Computer Interaction	California State University - Long Beach - USA	University of Pennsylvania - USA	University of Pennsylvania - USA	University of Minnesota - Twin Cities - USA	http://gandalf.psych.umn.edu/groups/schraterlab/schraterlab.html	http://gandalf.psych.umn.edu/users/schrater/PaulSchrater.htm		
MN	Pen-Chung Yew	University of Minnesota - Twin Cities	1994	Full	Hardware & Architecture	National Taiwan University - Taipei - Taiwan	University of Massachusetts - Amherst - USA	University of Illinois at Urbana-Champaign - USA		http://www-users.cs.umn.edu/~yew/			
MN	Ravi Janardan	University of Minnesota - Twin Cities	1987	Full	Algorithms & Theory	Indian Institute of Technology - Madras - India	Indian Institute of Technology - Madras - India	Purdue University - USA		http://www-users.cs.umn.edu/~janardan/			
MN	Rui Kuang	University of Minnesota - Twin Cities	1999	Associate	Bioinformatics & Computational Biology	Nankai University - China	Temple University - USA	Columbia University - USA		http://www-users.cs.umn.edu/~kuang/			
MN	Shashi Shekhar	University of Minnesota - Twin Cities	1989	Full	Databases	Indian Institute of Technology - Kanpur - India	University of California - Berkeley - USA	University of California - Berkeley - USA		http://www-users.cs.umn.edu/~shekhar/			
MN	Stephen McCamant	University of Minnesota - Twin Cities	2012	Assistant	Security & Privacy	University of California - Berkeley - USA	Massachusetts Institute of Technology - USA	Massachusetts Institute of Technology - USA	University of California - Berkeley - USA	http://www-users.cs.umn.edu/~mccamant/	http://www.linkedin.com/profile/view?id=20653158&authType=NAME_SEARCH&authToken=x70m&locale=en_US&srchid=1757051251391911592107&srchindex=1&srchtotal=1&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1757051251391911592107%2CVSRPtargetId%3A20653158%2CVSRPcmpt%3Aprimary		
MN	Stergios Roumeliotis	University of Minnesota - Twin Cities	2002	Full	Artificial Intelligence	National Technical University of Athens - Greece	University of Southern California - USA	University of Southern California - USA		http://arnetminer.org/person/s-i-roumeliotis-228679.html			
MN	Stephen Guy	University of Minnesota - Twin Cities	2013	Assistant	Graphics	University of Virginia - USA		University of North Carolina - Chapel Hill - USA		http://www-users.cs.umn.edu/~sjguy/	http://www.cs.umn.edu/people/faculty/index.php		
MN	Svetlana Yarosh	University of Minnesota - Twin Cities	2014	Assistant	Human-Computer Interaction	University of Maryland - College Park - USA		Georgia Institute of Technology - USA		http://lanayarosh.com/			
MN	Tian He	University of Minnesota - Twin Cities	2005	Associate	Networks & Communications		Chinese Academy of Sciences - China	University of Virginia - USA		http://www-users.cs.umn.edu/~tianhe/	http://www.linkedin.com/profile/view?id=10869935&authType=NAME_SEARCH&authToken=4siI&locale=en_US&srchid=1757051251391876068934&srchindex=2&srchtotal=44&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1757051251391876068934%2CVSRPtargetId%3A10869935%2CVSRPcmpt%3Aprimary		
MN	Vipin Kumar	University of Minnesota - Twin Cities	1989	Full	Algorithms & Theory	Indian Institute of Technology - Roorkee - India	Philips International Institute of Technological Studies - Netherlands	University of Maryland - College Park - USA		http://www.linkedin.com/profile/view?id=251300&authType=NAME_SEARCH&authToken=2Eu0&locale=en_US&srchid=1757051251391911423991&srchindex=1&srchtotal=3014&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1757051251391911423991%2CVSRPtargetId%3A251300%2CVSRPcmpt%3Aprimary	http://www-users.cs.umn.edu/~kumar/		
MN	Volkan Isler	University of Minnesota - Twin Cities	2008	Associate	Artificial Intelligence	Bosphorus University - Turkey	University of Pennsylvania - USA	University of Pennsylvania - USA		http://www-users.cs.umn.edu/~isler/	http://rsn.cs.umn.edu/index.php/User:Isler		
MN	Yousef Saad	University of Minnesota - Twin Cities		Full	Algorithms & Theory	University of Algiers - Algeria		University of Grenoble - France		http://www-users.cs.umn.edu/~saad/	http://www-users.cs.umn.edu/~saad/RES.pdf		
MN	Zhi-Li Zhang	University of Minnesota - Twin Cities	1997	Full	Networks & Communications	Nanjing University - China	University of Massachusetts - Amherst - USA	University of Massachusetts - Amherst - USA		http://www-users.cs.umn.edu/~zhzhang/	http://www-users.cs.umn.edu/~zhzhang/		
NC	Alex Berg	University of North Carolina - Chapel Hill	2013	Assistant	Computer Vision	Johns Hopkins University - USA	Johns Hopkins University - USA	University of California - Berkeley - USA		http://www.cs.unc.edu/cms/our-people/faculty/alex-c.-berg			
NC	Anselmo Lastra	University of North Carolina - Chapel Hill	1991	Full	Graphics	Georgia Institute of Technology - USA	Duke University - USA	Duke University - USA		http://www.cs.unc.edu/~lastra/Research/lastra_cv.pdf		http://wwwx.cs.unc.edu/~lastra/Research/lastra_cv.pdf	
NC	Cynthia Sturton	University of North Carolina - Chapel Hill	2013	Assistant	Security & Privacy		University of California - Berkeley - USA	University of California - Berkeley - USA		http://cs.unc.edu/~csturton/index.html	http://www.cs.unc.edu/cms/our-people/faculty/cynthia-sturton		
NC	David Plaisted	University of North Carolina - Chapel Hill	1984	Full	Algorithms & Theory	University of Chicago - USA		Stanford University - USA		http://www.cs.unc.edu/~plaisted/			
NC	David Stotts	University of North Carolina - Chapel Hill	1985	Full	Software Engineering	University of Richmond - USA	University of Virginia - USA	University of Virginia - USA		https://www.cs.unc.edu/cms/our-people/faculty/david-stotts			
NC	Dinesh Manocha	University of North Carolina - Chapel Hill		Full	Graphics	Indian Institute of Technology - Delhi - India	University of California - Berkeley - USA	University of California - Berkeley - USA		http://www.cs.unc.edu/cms/our-people/faculty/dinesh-manocha			
NC	Fabian Monrose	University of North Carolina - Chapel Hill	2008	Full	Security & Privacy	Barry University - USA	New York University - USA	New York University - USA		http://www.cs.unc.edu/cms/our-people/faculty/fabian-monrose	http://www.cs.unc.edu/~fabian/web.html		
NC	Frederick Brooks Jr.	University of North Carolina - Chapel Hill	1964	Full	Graphics	Duke University - USA	Harvard University - USA	Harvard University - USA		http://www.cs.unc.edu/cms/our-people/faculty/frederick-p.-brooks-jr	http://www.cs.unc.edu/~brooks/FPB_BIO.CV.04.2007.pdf		https://www.cs.unc.edu/~reiter/vita.pdf
NC	Gary Bishop	University of North Carolina - Chapel Hill	1991	Full	Graphics	Southern Polytechnic State University - USA	University of North Carolina - Chapel Hill - USA	University of North Carolina - Chapel Hill - USA		http://www.cs.unc.edu/cms/our-people/faculty/gary-bishop	http://www.cs.unc.edu/~gb/		
NC	Gregory Welch	University of North Carolina - Chapel Hill	2011	Full	Computer Vision	Purdue University - USA	University of North Carolina - Chapel Hill - USA	University of North Carolina - Chapel Hill - USA		http://www.cs.unc.edu/~welch/media/pdf/welch_cv.pdf			
NC	Henry Fuchs	University of North Carolina - Chapel Hill	1978	Full	Graphics	University of California - Santa Cruz - USA		University of Utah - USA		http://henryfuchs.web.unc.edu/	http://www.cs.unc.edu/cms/our-people/faculty		
NC	Jack Snoeyink	University of North Carolina - Chapel Hill		Full	Algorithms & Theory			Stanford University - USA		http://www.cs.unc.edu/cms/our-people/faculty/jack-s.-snoeyink			
NC	James Anderson	University of North Carolina - Chapel Hill	1993	Full	Real-Time & Embedded Systems	Michigan State University - USA	Purdue University - USA	University of Texas - Austin - USA		http://www.cs.unc.edu/cms/our-people/faculty/james-anderson	http://www.cs.unc.edu/~anderson/		
NC	Jan Prins	University of North Carolina - Chapel Hill	1987	Full	Algorithms & Theory	Syracuse University - USA	Cornell University - USA	Cornell University - USA		http://www.cs.unc.edu/~prins/	http://www.cs.unc.edu/cms/our-people/faculty/jan-f.-prins		
NC	Jan-Michael Frahm	University of North Carolina - Chapel Hill	2006	Associate	Computer Vision	University of L�_beck - Germany		Christian-Albrechts-University Kiel - Germany		http://frahm.web.unc.edu/			
NC	Jasleen Kaur	University of North Carolina - Chapel Hill		Associate	Operating Systems	Indian Institute of Technology - Delhi - India	University of Texas - Austin - USA	University of Texas - Austin - USA		https://www.cs.unc.edu/cms/our-people/faculty/jasleen-kaur			
NC	Ketan Mayer-Patel	University of North Carolina - Chapel Hill		Associate	Multimedia			University of California - Berkeley - USA		http://www.cs.unc.edu/~kmp/	http://www.cs.unc.edu/cms/our-people/faculty/ketan-mayer-patel		
NC	Kevin Jeffay	University of North Carolina - Chapel Hill		Full	Networks & Communications			University of Washington - USA		http://www.cs.unc.edu/cms/our-people/faculty/kevin-jeffay			
NC	Leonard McMillan	University of North Carolina - Chapel Hill		Associate	Bioinformatics & Computational Biology			University of North Carolina - Chapel Hill - USA		http://www.cs.unc.edu/cms/our-people/faculty/leonard-mcmillan			
NC	Marc Niethammer	University of North Carolina - Chapel Hill	2014	Associate	Bioinformatics & Computational Biology	University of Stuttgart - Germany	Georgia Institute of Technology - USA	Georgia Institute of Technology - USA		http://wwwx.cs.unc.edu/~mn/			
NC	Michael Fern	University of North Carolina - Chapel Hill		Associate	Scientific Computing	University of Oregon - USA		University of North Carolina - Chapel Hill - USA		http://www.cs.unc.edu/cms/our-people/faculty/michael-fern		http://www-users.cs.umn.edu/~chandra/	
NC	Michael Reiter	University of North Carolina - Chapel Hill	2007	Full	Security & Privacy	University of North Carolina - Chapel Hill - USA	Cornell University - USA	Cornell University - USA		http://www.cs.unc.edu/cms/our-people/faculty/michael-k.-reiter			
NC	Ming Lin	University of North Carolina - Chapel Hill		Full	Graphics	University of California - Berkeley - USA	University of California - Berkeley - USA	University of California - Berkeley - USA		http://www.cs.unc.edu/cms/our-people/faculty/ming-c.-lin	http://www.cs.unc.edu/~lin/		http://www-users.cs.umn.edu/~zhai/
NC	Montek Singh	University of North Carolina - Chapel Hill	2001	Associate	Hardware & Architecture	Indian Institute of Technology - Delhi - India	Columbia University - USA	Columbia University - USA		http://www.cs.unc.edu/~montek/Montek-Singh-CV.pdf	http://www.cs.unc.edu/~montek/	http://www.cs.unc.edu/cms/our-people/faculty/montek-singh	
NC	Prasun Dewan	University of North Carolina - Chapel Hill		Full	Operating Systems	Indian Institute of Technology - Delhi - India		University of Wisconsin - Madison - USA		http://www.cs.unc.edu/~dewan/CV.DOC	http://www.cs.unc.edu/~dewan/		
NC	Ron Alterovitz	University of North Carolina - Chapel Hill	2009	Assistant	Artificial Intelligence	California Institute of Technology - USA	University of California - Berkeley - USA	University of California - Berkeley - USA	University of California - San Francisco - USA	http://www.cs.unc.edu/cms/our-people/faculty/ron-alterovitz			
NC	Sanjoy Baruah	University of North Carolina - Chapel Hill	1999	Full	Distributed & Parallel Computing		University of Texas - Austin - USA	University of Texas - Austin - USA		http://www.cs.unc.edu/cms/our-people/faculty/sanjoy-k.-baruah	http://www.cs.unc.edu/~baruah/		
NC	Stan Ahalt	University of North Carolina - Chapel Hill	2009	Full	Scientific Computing	Virginia Polytechnic Institute and State University - USA	Virginia Polytechnic Institute and State University - USA	Clemson University - USA		http://www.cs.unc.edu/cms/our-people/faculty/stan-ahalt			
NC	Stephen Pizer	University of North Carolina - Chapel Hill	1970	Full	Graphics	Brown University - USA	Harvard University - USA	Harvard University - USA		http://www.cs.unc.edu/~smp/		http://arnetminer.org/person/d-f-keefe-119693.html	
NC	Tamara Berg	University of North Carolina - Chapel Hill	2013	Assistant	Computer Vision	University of Wisconsin - Madison - USA		University of California - Berkeley - USA		http://www.cs.unc.edu/cms/our-people/faculty/tamara-berg	http://www.tamaraberg.com/		http://www-users.cs.umn.edu/~du/
NC	Vladimir Jojic	University of North Carolina - Chapel Hill	2011	Assistant	Bioinformatics & Computational Biology	University of Illinois at Urbana-Champaign - USA		University of Toronto - Canada	Stanford University - USA	http://www.cs.unc.edu/cms/our-people/faculty/vladimir-jojic			
IN	Marina Blanton	University of Notre Dame - USA	2007	Assistant	Security & Privacy	Tyumen State Oil and Gas University - Russia	Ohio University - USA	Purdue University - USA		http://cse.nd.edu/people/faculty	http://www.cse.nd.edu/~mblanton/vita-mblanton.pdf		
IN	Kevin Bowyer	University of Notre Dame - USA	1984	Full	Machine Learning & Pattern Recognition			Duke University - USA		http://cse.nd.edu/people/faculty	https://www.linkedin.com/pub/kevin-w-bowyer/1/271/a14		
IN	Nitesh V. Chawla	University of Notre Dame - USA	2007	Associate	Data Mining	Pune University - Poona - India	University of South Florida - USA	University of South Florida - USA		http://cse.nd.edu/people/faculty			
IN	Danny Chen	University of Notre Dame - USA	1992	Full	Distributed & Parallel Computing	University of San Fransisco - USA	Purdue University - USA	Purdue University - USA		http://cse.nd.edu/people/faculty			
IN	David Chiang	University of Notre Dame - USA	2014	Associate	Natural Language & Speech	Harvard University - USA	Harvard University - USA	University of Pennsylvania - USA		http://cse.nd.edu/people/faculty	http://www3.nd.edu/~dchiang/cv.html		
IN	Sidney D'Mello	University of Notre Dame - USA	2009	Assistant	Human-Computer Interaction	Christian Brothers University - USA	Memphis State University - USA	Memphis State University - USA		http://cse.nd.edu/people/faculty			
IN	Patrick J. Flynn	University of Notre Dame - USA	2001	Full	Computer Vision	Michigan State University - USA	Michigan State University - USA	Michigan State University - USA		http://cse.nd.edu/people/faculty	http://engineering.nd.edu/profiles/pflynn		
IN	Jesus Izaguirre	University of Notre Dame - USA	1999	Associate	Bioinformatics & Computational Biology	Monterrey Institute of Technology and Higher Education - Mexico	University of Illinois at Urbana-Champaign - USA	University of Illinois at Urbana-Champaign - USA		http://cse.nd.edu/people/faculty	http://engineering.nd.edu/profiles/jizaguirre		
IN	Collin McMillan	University of Notre Dame - USA		Assistant	Software Engineering			College of William and Mary - USA		http://cse.nd.edu/people/faculty	http://www3.nd.edu/~cmc/		
IN	Tijana Milenkovic	University of Notre Dame - USA	2010	Assistant	Bioinformatics & Computational Biology	University of Sarajevo - Bosnia and Herzegovina	University of California - Irvine - USA	University of California - Irvine - USA		http://cse.nd.edu/people/faculty	http://engineering.nd.edu/profiles/tmilenkovic		
IN	Christian Poellabauer	University of Notre Dame - USA	2004	Associate	Real-Time & Embedded Systems	Vienna University of Technology - Austria	Georgia Institute of Technology - USA	Georgia Institute of Technology - USA		http://cse.nd.edu/people/faculty	http://www3.nd.edu/~cpoellab/		
IN	Laurel Riek	University of Notre Dame - USA	2011	Assistant	Artificial Intelligence	Carnegie Mellon University - USA		University of Cambridge - United Kingdom		http://cse.nd.edu/people/faculty	http://www3.nd.edu/~lriek/	https://www.linkedin.com/profile/view?id=52443060&authType=NAME_SEARCH&authToken=MKh0&locale=en_US&trk=tyah&trkInfo=idx%3A1-1-1%2CtarId%3A1424922662705%2Ctas%3Alaurel+riek	
IN	Douglas Thain	University of Notre Dame - USA	2004	Associate	Distributed & Parallel Computing	University of Minnesota - Twin Cities - USA	University of Wisconsin - Madison - USA	University of Wisconsin - Madison - USA		http://cse.nd.edu/people/faculty	https://www.linkedin.com/pub/douglas-thain/70/b2b/b84		
